customer_id,date,amount
CUST-0181,2024-01-12,18.52
CUST-0210,2024-01-12,15.27
CUST-0186,2024-01-12,12.35
CUST-0322,2024-01-13,13.91
CUST-0377,2024-01-13,11.93
CUST-0124,2024-01-13,12.18
CUST-0402,2024-01-13,18.95
CUST-0077,2024-01-13,16.04
CUST-0492,2024-01-13,65.47
CUST-0010,2024-01-13,17.09
CUST-0024,2024-01-13,10.17
CUST-0177,2024-01-13,11.6
CUST-0441,2024-01-13,32.08
CUST-0488,2024-01-13,17.47
CUST-0458,2024-01-13,15.79
CUST-0180,2024-01-14,10.0
CUST-0352,2024-01-14,16.66
CUST-0172,2024-01-14,10.97
CUST-0005,2024-01-14,11.13
CUST-0205,2024-01-14,12.12
CUST-0106,2024-01-14,11.56
CUST-0391,2024-01-14,10.25
CUST-0047,2024-01-14,10.36
CUST-0013,2024-01-15,14.63
CUST-0092,2024-01-15,12.99
CUST-0097,2024-01-15,10.66
CUST-0209,2024-01-15,12.74
CUST-0240,2024-01-15,10.68
CUST-0050,2024-01-16,19.77
CUST-0402,2024-01-16,13.18
CUST-0495,2024-01-16,10.49
CUST-0400,2024-01-17,23.15
CUST-0221,2024-01-18,13.33
CUST-0124,2024-01-18,10.02
CUST-0157,2024-01-18,20.77
CUST-0052,2024-01-18,13.02
CUST-0392,2024-01-18,10.95
CUST-0290,2024-01-18,10.65
CUST-0181,2024-01-18,10.63
CUST-0035,2024-01-18,11.85
CUST-0365,2024-01-18,13.15
CUST-0214,2024-01-18,12.18
CUST-0099,2024-01-18,15.14
CUST-0027,2024-01-19,14.32
CUST-0089,2024-01-19,11.91
CUST-0404,2024-01-19,16.16
CUST-0056,2024-01-20,10.93
CUST-0036,2024-01-20,13.53
CUST-0381,2024-01-20,10.73
CUST-0240,2024-01-20,15.01
CUST-0455,2024-01-20,11.6
CUST-0248,2024-01-21,27.54
CUST-0111,2024-01-21,11.02
CUST-0397,2024-01-21,11.0
CUST-0405,2024-01-21,13.86
CUST-0018,2024-01-21,11.03
CUST-0303,2024-01-21,10.97
CUST-0094,2024-01-21,10.11
CUST-0401,2024-01-21,17.68
CUST-0348,2024-01-22,18.94
CUST-0455,2024-01-22,10.67
CUST-0482,2024-01-22,20.64
CUST-0182,2024-01-22,21.65
CUST-0482,2024-01-22,12.76
CUST-0280,2024-01-22,10.8
CUST-0481,2024-01-22,13.76
CUST-0124,2024-01-22,10.55
CUST-0264,2024-01-22,12.74
CUST-0052,2024-01-22,10.95
CUST-0210,2024-01-22,11.12
CUST-0240,2024-01-23,10.05
CUST-0076,2024-01-23,18.06
CUST-0096,2024-01-23,13.34
CUST-0210,2024-01-23,18.09
CUST-0207,2024-01-23,15.29
CUST-0228,2024-01-23,13.92
CUST-0124,2024-01-23,13.39
CUST-0430,2024-01-23,13.64
CUST-0221,2024-01-23,11.16
CUST-0118,2024-01-23,10.21
CUST-0314,2024-01-24,35.0
CUST-0074,2024-01-24,11.7
CUST-0497,2024-01-24,11.05
CUST-0375,2024-01-24,19.89
CUST-0377,2024-01-24,12.4
CUST-0144,2024-01-24,35.8
CUST-0483,2024-01-24,11.51
CUST-0377,2024-01-24,12.81
CUST-0447,2024-01-24,11.37
CUST-0446,2024-01-24,11.12
CUST-0436,2024-01-24,18.01
CUST-0181,2024-01-24,17.32
CUST-0216,2024-01-25,12.01
CUST-0455,2024-01-25,16.81
CUST-0415,2024-01-25,11.39
CUST-0381,2024-01-25,12.38
CUST-0276,2024-01-25,13.34
CUST-0045,2024-01-25,12.82
CUST-0406,2024-01-25,42.31
CUST-0240,2024-01-25,11.41
CUST-0352,2024-01-26,41.26
CUST-0446,2024-01-27,15.53
CUST-0334,2024-01-27,13.18
CUST-0481,2024-01-27,13.29
CUST-0014,2024-01-27,14.72
CUST-0303,2024-01-27,28.96
CUST-0385,2024-01-27,19.86
CUST-0340,2024-01-28,14.03
CUST-0381,2024-01-28,10.93
CUST-0171,2024-01-28,12.05
CUST-0303,2024-01-28,13.95
CUST-0091,2024-01-28,11.95
CUST-0228,2024-01-29,11.0
CUST-0420,2024-01-29,16.49
CUST-0203,2024-01-29,10.33
CUST-0212,2024-01-29,15.55
CUST-0480,2024-01-29,11.25
CUST-0186,2024-01-29,10.81
CUST-0334,2024-01-29,13.12
CUST-0034,2024-01-29,19.83
CUST-0094,2024-01-29,10.56
CUST-0053,2024-01-30,18.98
CUST-0196,2024-01-30,18.83
CUST-0457,2024-01-30,11.17
CUST-0169,2024-01-30,12.17
CUST-0403,2024-01-30,13.49
CUST-0089,2024-01-30,17.08
CUST-0475,2024-01-31,22.42
CUST-0178,2024-01-31,13.3
CUST-0099,2024-01-31,12.44
CUST-0012,2024-01-31,12.06
CUST-0216,2024-01-31,12.33
CUST-0141,2024-01-31,11.54
CUST-0141,2024-01-31,16.05
CUST-0141,2024-02-01,17.35
CUST-0001,2024-02-01,11.83
CUST-0216,2024-02-01,13.58
CUST-0344,2024-02-01,23.83
CUST-0208,2024-02-01,11.68
CUST-0009,2024-02-02,10.29
CUST-0358,2024-02-02,20.54
CUST-0312,2024-02-02,21.18
CUST-0292,2024-02-02,10.14
CUST-0037,2024-02-02,10.62
CUST-0240,2024-02-02,27.16
CUST-0303,2024-02-02,13.35
CUST-0175,2024-02-02,10.46
CUST-0038,2024-02-02,12.16
CUST-0089,2024-02-02,18.83
CUST-0102,2024-02-03,16.47
CUST-0430,2024-02-03,14.81
CUST-0055,2024-02-03,12.83
CUST-0224,2024-02-04,10.15
CUST-0303,2024-02-04,11.64
CUST-0324,2024-02-04,14.86
CUST-0208,2024-02-04,15.63
CUST-0411,2024-02-05,11.97
CUST-0423,2024-02-05,23.74
CUST-0446,2024-02-05,11.14
CUST-0471,2024-02-05,11.07
CUST-0492,2024-02-05,14.85
CUST-0090,2024-02-05,12.46
CUST-0395,2024-02-05,71.32
CUST-0481,2024-02-05,10.77
CUST-0087,2024-02-05,17.61
CUST-0317,2024-02-05,33.64
CUST-0381,2024-02-05,17.47
CUST-0351,2024-02-06,14.5
CUST-0023,2024-02-06,12.78
CUST-0393,2024-02-06,10.08
CUST-0379,2024-02-06,12.22
CUST-0404,2024-02-06,11.36
CUST-0397,2024-02-06,10.93
CUST-0500,2024-02-07,12.86
CUST-0299,2024-02-07,17.35
CUST-0487,2024-02-07,10.39
CUST-0181,2024-02-07,10.76
CUST-0241,2024-02-08,15.42
CUST-0128,2024-02-08,10.6
CUST-0037,2024-02-08,15.91
CUST-0117,2024-02-08,23.6
CUST-0213,2024-02-08,12.63
CUST-0039,2024-02-09,12.36
CUST-0355,2024-02-09,13.57
CUST-0488,2024-02-09,10.43
CUST-0404,2024-02-09,14.17
CUST-0346,2024-02-09,26.59
CUST-0156,2024-02-09,19.73
CUST-0253,2024-02-09,10.86
CUST-0154,2024-02-10,12.56
CUST-0119,2024-02-10,11.69
CUST-0474,2024-02-10,10.41
CUST-0456,2024-02-10,14.63
CUST-0195,2024-02-10,14.25
CUST-0193,2024-02-10,14.48
CUST-0050,2024-02-10,20.12
CUST-0377,2024-02-10,10.44
CUST-0365,2024-02-10,13.17
CUST-0500,2024-02-10,10.45
CUST-0003,2024-02-10,30.11
CUST-0393,2024-02-10,10.28
CUST-0141,2024-02-10,12.71
CUST-0098,2024-02-11,20.22
CUST-0231,2024-02-11,10.07
CUST-0481,2024-02-11,14.01
CUST-0221,2024-02-11,16.34
CUST-0141,2024-02-11,10.57
CUST-0458,2024-02-11,17.5
CUST-0438,2024-02-11,13.99
CUST-0154,2024-02-11,10.8
CUST-0446,2024-02-12,12.1
CUST-0394,2024-02-12,22.64
CUST-0221,2024-02-12,11.55
CUST-0102,2024-02-12,31.89
CUST-0181,2024-02-12,12.31
CUST-0455,2024-02-12,20.94
CUST-0437,2024-02-12,14.74
CUST-0184,2024-02-12,11.09
CUST-0377,2024-02-13,17.68
CUST-0091,2024-02-13,10.13
CUST-0165,2024-02-13,10.44
CUST-0446,2024-02-13,13.03
CUST-0430,2024-02-13,18.0
CUST-0277,2024-02-13,10.68
CUST-0420,2024-02-13,10.2
CUST-0482,2024-02-13,13.42
CUST-0358,2024-02-13,15.55
CUST-0161,2024-02-14,11.59
CUST-0267,2024-02-14,10.44
CUST-0457,2024-02-14,11.93
CUST-0362,2024-02-14,12.18
CUST-0383,2024-02-14,15.2
CUST-0114,2024-02-14,17.41
CUST-0030,2024-02-14,12.04
CUST-0489,2024-02-14,10.3
CUST-0044,2024-02-14,11.09
CUST-0422,2024-02-14,15.76
CUST-0048,2024-02-14,13.52
CUST-0219,2024-02-14,28.46
CUST-0123,2024-02-15,26.69
CUST-0084,2024-02-15,15.41
CUST-0255,2024-02-15,17.23
CUST-0339,2024-02-15,10.33
CUST-0417,2024-02-15,19.16
CUST-0091,2024-02-15,15.91
CUST-0178,2024-02-15,12.8
CUST-0014,2024-02-16,20.52
CUST-0303,2024-02-16,62.34
CUST-0178,2024-02-16,10.11
CUST-0065,2024-02-16,10.16
CUST-0303,2024-02-16,24.9
CUST-0083,2024-02-16,11.15
CUST-0183,2024-02-16,10.34
CUST-0249,2024-02-16,14.92
CUST-0268,2024-02-16,31.9
CUST-0396,2024-02-16,14.28
CUST-0124,2024-02-17,10.99
CUST-0488,2024-02-17,10.9
CUST-0396,2024-02-17,12.58
CUST-0178,2024-02-18,11.03
CUST-0125,2024-02-18,18.16
CUST-0114,2024-02-18,15.49
CUST-0007,2024-02-18,12.68
CUST-0208,2024-02-18,13.7
CUST-0046,2024-02-18,21.05
CUST-0455,2024-02-18,131.76
CUST-0303,2024-02-19,10.23
CUST-0303,2024-02-19,10.95
CUST-0303,2024-02-19,18.56
CUST-0024,2024-02-19,10.19
CUST-0230,2024-02-19,13.08
CUST-0249,2024-02-19,10.67
CUST-0317,2024-02-19,12.45
CUST-0411,2024-02-19,50.61
CUST-0282,2024-02-19,10.44
CUST-0024,2024-02-20,78.3
CUST-0265,2024-02-20,11.26
CUST-0007,2024-02-20,26.26
CUST-0121,2024-02-21,12.67
CUST-0264,2024-02-22,13.52
CUST-0141,2024-02-22,11.68
CUST-0317,2024-02-22,10.81
CUST-0274,2024-02-22,11.91
CUST-0141,2024-02-22,10.81
CUST-0109,2024-02-22,12.61
CUST-0476,2024-02-23,10.57
CUST-0240,2024-02-23,21.17
CUST-0216,2024-02-23,11.56
CUST-0447,2024-02-23,20.05
CUST-0164,2024-02-23,20.06
CUST-0406,2024-02-23,10.01
CUST-0068,2024-02-23,10.45
CUST-0166,2024-02-23,12.5
CUST-0366,2024-02-24,10.3
CUST-0111,2024-02-24,10.4
CUST-0005,2024-02-24,14.72
CUST-0141,2024-02-24,16.56
CUST-0325,2024-02-24,21.31
CUST-0173,2024-02-24,51.69
CUST-0202,2024-02-24,13.13
CUST-0161,2024-02-24,13.27
CUST-0368,2024-02-25,11.38
CUST-0170,2024-02-25,10.71
CUST-0184,2024-02-25,10.8
CUST-0094,2024-02-25,23.01
CUST-0258,2024-02-25,14.49
CUST-0136,2024-02-25,15.85
CUST-0164,2024-02-25,10.11
CUST-0178,2024-02-25,11.64
CUST-0063,2024-02-25,30.58
CUST-0346,2024-02-25,16.73
CUST-0396,2024-02-25,12.34
CUST-0245,2024-02-25,13.52
CUST-0474,2024-02-26,10.11
CUST-0428,2024-02-26,10.22
CUST-0437,2024-02-26,12.57
CUST-0289,2024-02-26,13.69
CUST-0082,2024-02-27,13.89
CUST-0430,2024-02-27,12.83
CUST-0081,2024-02-27,12.38
CUST-0196,2024-02-27,17.02
CUST-0488,2024-02-27,13.26
CUST-0035,2024-02-27,11.69
CUST-0181,2024-02-27,24.39
CUST-0037,2024-02-27,11.29
CUST-0337,2024-02-28,16.54
CUST-0087,2024-02-28,23.74
CUST-0420,2024-02-28,14.36
CUST-0488,2024-02-28,11.11
CUST-0195,2024-02-28,12.36
CUST-0127,2024-02-28,24.58
CUST-0214,2024-02-28,10.78
CUST-0487,2024-02-28,21.56
CUST-0462,2024-02-28,13.38
CUST-0263,2024-02-28,11.87
CUST-0003,2024-02-29,10.75
CUST-0048,2024-03-01,28.12
CUST-0165,2024-03-01,19.94
CUST-0024,2024-03-01,10.96
CUST-0317,2024-03-01,23.1
CUST-0478,2024-03-01,16.2
CUST-0317,2024-03-01,11.81
CUST-0411,2024-03-02,15.37
CUST-0452,2024-03-02,11.82
CUST-0325,2024-03-02,50.37
CUST-0036,2024-03-02,11.07
CUST-0057,2024-03-03,14.93
CUST-0046,2024-03-03,10.31
CUST-0213,2024-03-03,12.66
CUST-0162,2024-03-03,20.92
CUST-0358,2024-03-03,10.17
CUST-0331,2024-03-03,26.04
CUST-0303,2024-03-03,13.3
CUST-0141,2024-03-03,11.56
CUST-0193,2024-03-03,10.82
CUST-0303,2024-03-03,13.3
CUST-0045,2024-03-04,13.49
CUST-0328,2024-03-04,16.59
CUST-0315,2024-03-04,15.0
CUST-0037,2024-03-05,12.8
CUST-0488,2024-03-05,41.03
CUST-0024,2024-03-05,10.15
CUST-0487,2024-03-05,12.98
CUST-0444,2024-03-05,10.01
CUST-0303,2024-03-05,12.5
CUST-0154,2024-03-05,15.01
CUST-0429,2024-03-06,11.73
CUST-0154,2024-03-06,15.86
CUST-0065,2024-03-06,14.56
CUST-0051,2024-03-06,11.25
CUST-0209,2024-03-06,26.48
CUST-0098,2024-03-06,10.35
CUST-0352,2024-03-06,11.43
CUST-0185,2024-03-06,13.43
CUST-0258,2024-03-06,18.23
CUST-0065,2024-03-07,20.57
CUST-0438,2024-03-07,21.1
CUST-0478,2024-03-07,13.39
CUST-0303,2024-03-07,10.17
CUST-0334,2024-03-07,23.62
CUST-0092,2024-03-07,19.25
CUST-0380,2024-03-07,12.05
CUST-0151,2024-03-07,13.29
CUST-0247,2024-03-07,10.95
CUST-0270,2024-03-07,12.68
CUST-0284,2024-03-08,12.89
CUST-0233,2024-03-08,11.58
CUST-0086,2024-03-08,11.01
CUST-0331,2024-03-08,14.61
CUST-0303,2024-03-08,12.18
CUST-0245,2024-03-08,17.01
CUST-0465,2024-03-08,10.93
CUST-0418,2024-03-08,10.76
CUST-0166,2024-03-09,12.2
CUST-0102,2024-03-09,360.18
CUST-0138,2024-03-09,10.1
CUST-0036,2024-03-09,11.91
CUST-0141,2024-03-09,10.62
CUST-0033,2024-03-10,12.76
CUST-0282,2024-03-10,10.5
CUST-0247,2024-03-10,23.94
CUST-0072,2024-03-10,10.5
CUST-0380,2024-03-10,16.44
CUST-0037,2024-03-10,19.9
CUST-0011,2024-03-10,10.84
CUST-0242,2024-03-11,13.92
CUST-0432,2024-03-11,17.32
CUST-0340,2024-03-11,13.04
CUST-0061,2024-03-11,14.41
CUST-0303,2024-03-11,16.0
CUST-0087,2024-03-11,12.99
CUST-0097,2024-03-12,10.33
CUST-0325,2024-03-12,13.18
CUST-0433,2024-03-12,10.17
CUST-0153,2024-03-12,18.72
CUST-0401,2024-03-13,12.35
CUST-0493,2024-03-13,13.68
CUST-0177,2024-03-13,18.25
CUST-0343,2024-03-13,11.71
CUST-0428,2024-03-13,19.6
CUST-0406,2024-03-13,10.11
CUST-0383,2024-03-13,32.16
CUST-0178,2024-03-13,32.91
CUST-0038,2024-03-14,13.48
CUST-0253,2024-03-14,11.36
CUST-0383,2024-03-14,25.75
CUST-0446,2024-03-14,17.0
CUST-0295,2024-03-15,16.91
CUST-0357,2024-03-15,11.25
CUST-0205,2024-03-15,22.19
CUST-0340,2024-03-15,14.89
CUST-0200,2024-03-15,10.28
CUST-0294,2024-03-15,12.55
CUST-0340,2024-03-15,10.38
CUST-0070,2024-03-15,10.89
CUST-0411,2024-03-15,12.81
CUST-0128,2024-03-15,10.82
CUST-0008,2024-03-16,12.87
CUST-0303,2024-03-16,16.44
CUST-0405,2024-03-16,13.03
CUST-0455,2024-03-16,13.18
CUST-0211,2024-03-17,10.31
CUST-0434,2024-03-17,18.77
CUST-0144,2024-03-17,16.21
CUST-0421,2024-03-17,10.09
CUST-0134,2024-03-17,10.42
CUST-0095,2024-03-17,22.66
CUST-0037,2024-03-18,12.21
CUST-0350,2024-03-18,17.94
CUST-0027,2024-03-18,10.8
CUST-0240,2024-03-18,11.6
CUST-0306,2024-03-19,11.56
CUST-0081,2024-03-19,17.59
CUST-0269,2024-03-19,19.4
CUST-0425,2024-03-19,10.16
CUST-0420,2024-03-19,21.56
CUST-0091,2024-03-19,14.13
CUST-0318,2024-03-20,12.42
CUST-0191,2024-03-20,11.5
CUST-0212,2024-03-20,14.09
CUST-0325,2024-03-20,12.01
CUST-0074,2024-03-20,11.95
CUST-0178,2024-03-20,12.18
CUST-0353,2024-03-21,12.16
CUST-0039,2024-03-21,20.58
CUST-0146,2024-03-21,12.3
CUST-0122,2024-03-21,11.29
CUST-0216,2024-03-21,10.29
CUST-0240,2024-03-21,11.62
CUST-0298,2024-03-22,15.68
CUST-0259,2024-03-22,18.37
CUST-0407,2024-03-22,11.48
CUST-0253,2024-03-22,11.51
CUST-0081,2024-03-22,26.97
CUST-0455,2024-03-22,10.76
CUST-0065,2024-03-22,18.48
CUST-0393,2024-03-22,49.38
CUST-0016,2024-03-23,10.7
CUST-0488,2024-03-23,12.58
CUST-0303,2024-03-23,10.43
CUST-0144,2024-03-23,18.06
CUST-0175,2024-03-23,12.09
CUST-0317,2024-03-23,15.37
CUST-0080,2024-03-24,13.12
CUST-0192,2024-03-24,10.87
CUST-0100,2024-03-24,10.46
CUST-0265,2024-03-24,10.29
CUST-0456,2024-03-24,18.03
CUST-0307,2024-03-24,12.49
CUST-0188,2024-03-24,10.74
CUST-0428,2024-03-24,13.1
CUST-0056,2024-03-24,12.11
CUST-0042,2024-03-25,15.34
CUST-0061,2024-03-25,20.88
CUST-0237,2024-03-25,14.49
CUST-0282,2024-03-25,16.35
CUST-0046,2024-03-25,23.97
CUST-0496,2024-03-25,17.26
CUST-0404,2024-03-25,17.18
CUST-0301,2024-03-25,19.81
CUST-0494,2024-03-25,10.21
CUST-0200,2024-03-26,10.6
CUST-0214,2024-03-26,11.01
CUST-0067,2024-03-26,15.86
CUST-0114,2024-03-26,12.09
CUST-0070,2024-03-26,11.18
CUST-0473,2024-03-26,19.32
CUST-0311,2024-03-26,22.76
CUST-0492,2024-03-26,17.34
CUST-0491,2024-03-26,45.81
CUST-0481,2024-03-26,14.37
CUST-0116,2024-03-26,10.01
CUST-0246,2024-03-26,12.7
CUST-0111,2024-03-26,10.48
CUST-0144,2024-03-27,26.81
CUST-0305,2024-03-27,13.22
CUST-0317,2024-03-28,49.57
CUST-0258,2024-03-28,15.9
CUST-0169,2024-03-28,10.43
CUST-0430,2024-03-28,20.2
CUST-0360,2024-03-28,13.42
CUST-0184,2024-03-28,15.25
CUST-0115,2024-03-28,11.88
CUST-0279,2024-03-29,15.22
CUST-0344,2024-03-29,11.52
CUST-0047,2024-03-29,18.03
CUST-0443,2024-03-29,12.29
CUST-0485,2024-03-29,12.98
CUST-0397,2024-03-29,10.03
CUST-0333,2024-03-29,10.03
CUST-0309,2024-03-29,12.8
CUST-0402,2024-03-30,20.7
CUST-0320,2024-03-30,12.23
CUST-0401,2024-03-30,12.76
CUST-0401,2024-03-30,12.15
CUST-0402,2024-03-30,10.53
CUST-0148,2024-03-30,10.74
CUST-0313,2024-03-31,10.18
CUST-0466,2024-03-31,21.24
CUST-0372,2024-03-31,14.93
CUST-0315,2024-03-31,14.28
CUST-0206,2024-03-31,10.15
CUST-0324,2024-03-31,10.08
CUST-0308,2024-04-01,10.09
CUST-0135,2024-04-01,10.15
CUST-0363,2024-04-01,10.81
CUST-0132,2024-04-01,19.24
CUST-0460,2024-04-01,21.7
CUST-0097,2024-04-01,15.12
CUST-0229,2024-04-01,10.23
CUST-0414,2024-04-01,15.24
CUST-0177,2024-04-02,19.63
CUST-0331,2024-04-02,13.82
CUST-0151,2024-04-02,11.72
CUST-0141,2024-04-02,14.85
CUST-0398,2024-04-02,12.63
CUST-0147,2024-04-02,11.69
CUST-0403,2024-04-02,22.83
CUST-0367,2024-04-02,12.58
CUST-0151,2024-04-02,14.78
CUST-0046,2024-04-02,11.31
CUST-0141,2024-04-02,11.5
CUST-0119,2024-04-03,42.48
CUST-0303,2024-04-03,10.52
CUST-0359,2024-04-03,70.06
CUST-0222,2024-04-03,10.81
CUST-0240,2024-04-03,10.35
CUST-0095,2024-04-03,10.26
CUST-0303,2024-04-04,13.79
CUST-0005,2024-04-04,11.66
CUST-0141,2024-04-04,12.56
CUST-0102,2024-04-04,14.46
CUST-0448,2024-04-04,13.55
CUST-0252,2024-04-04,10.24
CUST-0208,2024-04-04,16.13
CUST-0147,2024-04-04,26.93
CUST-0328,2024-04-04,15.19
CUST-0452,2024-04-05,12.78
CUST-0295,2024-04-05,37.54
CUST-0303,2024-04-05,11.9
CUST-0345,2024-04-06,10.84
CUST-0233,2024-04-06,26.6
CUST-0151,2024-04-06,10.33
CUST-0046,2024-04-06,20.64
CUST-0332,2024-04-06,10.28
CUST-0024,2024-04-06,13.42
CUST-0421,2024-04-06,10.18
CUST-0403,2024-04-07,12.5
CUST-0482,2024-04-08,10.83
CUST-0462,2024-04-08,14.36
CUST-0380,2024-04-08,13.93
CUST-0331,2024-04-08,12.95
CUST-0231,2024-04-08,11.52
CUST-0171,2024-04-08,15.05
CUST-0141,2024-04-08,10.27
CUST-0097,2024-04-08,70.01
CUST-0014,2024-04-08,12.79
CUST-0308,2024-04-09,35.01
CUST-0282,2024-04-09,20.37
CUST-0484,2024-04-09,27.86
CUST-0411,2024-04-09,16.76
CUST-0339,2024-04-10,13.99
CUST-0241,2024-04-10,12.43
CUST-0317,2024-04-10,12.13
CUST-0079,2024-04-10,11.34
CUST-0295,2024-04-11,10.72
CUST-0255,2024-04-11,19.23
CUST-0474,2024-04-11,10.02
CUST-0195,2024-04-11,10.17
CUST-0438,2024-04-12,10.7
CUST-0428,2024-04-12,11.14
CUST-0166,2024-04-12,17.98
CUST-0196,2024-04-12,14.37
CUST-0088,2024-04-12,43.55
CUST-0373,2024-04-12,10.17
CUST-0317,2024-04-12,12.62
CUST-0470,2024-04-12,16.26
CUST-0279,2024-04-12,10.56
CUST-0106,2024-04-13,12.83
CUST-0267,2024-04-13,21.13
CUST-0043,2024-04-13,15.83
CUST-0448,2024-04-13,15.32
CUST-0087,2024-04-13,19.61
CUST-0428,2024-04-13,13.71
CUST-0276,2024-04-13,10.56
CUST-0137,2024-04-14,20.61
CUST-0201,2024-04-14,16.33
CUST-0383,2024-04-14,10.67
CUST-0174,2024-04-14,18.74
CUST-0260,2024-04-14,15.95
CUST-0411,2024-04-15,12.37
CUST-0298,2024-04-15,21.59
CUST-0113,2024-04-15,23.36
CUST-0303,2024-04-16,11.29
CUST-0141,2024-04-16,15.79
CUST-0403,2024-04-16,23.26
CUST-0125,2024-04-16,12.99
CUST-0384,2024-04-16,19.44
CUST-0252,2024-04-17,13.82
CUST-0181,2024-04-17,12.71
CUST-0005,2024-04-17,10.02
CUST-0276,2024-04-17,10.78
CUST-0267,2024-04-17,10.87
CUST-0252,2024-04-17,10.68
CUST-0087,2024-04-17,13.27
CUST-0017,2024-04-17,11.8
CUST-0303,2024-04-18,10.64
CUST-0046,2024-04-18,20.4
CUST-0487,2024-04-18,12.39
CUST-0420,2024-04-18,10.32
CUST-0343,2024-04-18,16.83
CUST-0425,2024-04-18,12.3
CUST-0067,2024-04-18,12.14
CUST-0111,2024-04-19,18.4
CUST-0086,2024-04-19,25.99
CUST-0234,2024-04-19,11.09
CUST-0065,2024-04-19,16.41
CUST-0023,2024-04-19,11.1
CUST-0293,2024-04-19,16.45
CUST-0478,2024-04-19,14.55
CUST-0263,2024-04-19,14.35
CUST-0024,2024-04-20,12.65
CUST-0377,2024-04-20,10.23
CUST-0250,2024-04-20,12.96
CUST-0039,2024-04-20,12.34
CUST-0446,2024-04-20,18.05
CUST-0106,2024-04-20,40.25
CUST-0455,2024-04-21,10.51
CUST-0408,2024-04-21,23.62
CUST-0298,2024-04-21,12.41
CUST-0484,2024-04-21,13.05
CUST-0420,2024-04-21,10.07
CUST-0147,2024-04-21,120.25
CUST-0249,2024-04-22,12.18
CUST-0065,2024-04-22,11.42
CUST-0482,2024-04-22,26.84
CUST-0386,2024-04-22,10.19
CUST-0439,2024-04-22,10.88
CUST-0470,2024-04-22,15.86
CUST-0429,2024-04-22,25.89
CUST-0445,2024-04-22,12.8
CUST-0485,2024-04-23,10.09
CUST-0492,2024-04-23,11.15
CUST-0317,2024-04-23,10.5
CUST-0111,2024-04-23,12.17
CUST-0488,2024-04-23,20.99
CUST-0044,2024-04-23,14.63
CUST-0348,2024-04-23,11.14
CUST-0258,2024-04-23,14.41
CUST-0268,2024-04-23,10.62
CUST-0005,2024-04-24,10.74
CUST-0131,2024-04-24,10.2
CUST-0076,2024-04-24,23.85
CUST-0053,2024-04-24,12.72
CUST-0349,2024-04-24,23.22
CUST-0343,2024-04-24,28.9
CUST-0280,2024-04-24,14.0
CUST-0181,2024-04-25,14.96
CUST-0232,2024-04-25,10.6
CUST-0443,2024-04-25,12.82
CUST-0488,2024-04-25,12.47
CUST-0446,2024-04-25,11.78
CUST-0350,2024-04-25,12.25
CUST-0041,2024-04-25,10.32
CUST-0455,2024-04-25,17.15
CUST-0109,2024-04-25,12.05
CUST-0052,2024-04-25,10.05
CUST-0254,2024-04-25,12.77
