campaign_id,send_time,recipient_id,delivered,bounced,opened,clicked,converted
EMAIL-WELCOME-01,2025-09-07T22:39:33,R-0345,True,False,True,False,False
EMAIL-PROMO-02,2025-09-07T23:43:22,R-0153,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-07T23:54:19,R-0433,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-08T03:16:59,R-0346,False,True,False,False,False
EMAIL-WELCOME-01,2025-09-08T03:26:12,R-0566,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-08T04:35:49,R-0269,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-08T10:45:50,R-0471,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-08T11:44:29,R-0322,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-08T11:49:52,R-0243,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-08T15:24:01,R-0077,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-08T15:39:24,R-0122,True,False,False,False,False
EMAIL-PROMO-02,2025-09-08T16:00:03,R-0037,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-08T20:09:06,R-0567,False,True,False,False,False
EMAIL-WELCOME-01,2025-09-08T21:01:37,R-0069,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-08T22:34:46,R-0193,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-08T22:35:41,R-0083,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-08T23:16:01,R-0590,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-09T00:02:56,R-0501,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-09T02:13:18,R-0557,True,False,False,False,False
EMAIL-PROMO-02,2025-09-09T06:56:44,R-0551,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-09T07:51:05,R-0279,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-09T08:03:41,R-0496,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-09T10:55:57,R-0375,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-09T13:08:42,R-0323,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-09T13:57:12,R-0274,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-09T15:25:40,R-0096,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-09T15:41:31,R-0321,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-09T16:21:04,R-0399,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-09T20:15:26,R-0417,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-10T00:54:27,R-0235,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-10T02:52:40,R-0593,True,False,False,False,False
EMAIL-PROMO-02,2025-09-10T03:12:52,R-0531,True,False,False,False,False
EMAIL-PROMO-02,2025-09-10T03:27:01,R-0082,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-10T03:49:40,R-0518,True,False,False,False,False
EMAIL-PROMO-02,2025-09-10T04:14:51,R-0283,True,False,True,False,False
EMAIL-PROMO-02,2025-09-10T07:11:43,R-0414,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-10T09:23:21,R-0057,True,False,True,True,False
EMAIL-PROMO-02,2025-09-10T09:43:27,R-0037,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-10T10:18:00,R-0002,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-10T11:35:06,R-0191,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-10T14:13:50,R-0530,False,True,False,False,False
EMAIL-WELCOME-01,2025-09-10T15:16:23,R-0435,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-10T16:59:35,R-0304,True,False,False,False,False
EMAIL-PROMO-02,2025-09-10T17:58:58,R-0465,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-10T18:43:58,R-0480,True,False,True,False,False
EMAIL-PROMO-02,2025-09-10T21:09:56,R-0586,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-10T22:48:15,R-0427,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-11T00:56:38,R-0110,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-11T01:30:35,R-0147,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-11T02:00:55,R-0193,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-11T02:32:41,R-0464,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-11T02:56:39,R-0442,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-11T03:32:34,R-0185,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-11T04:24:09,R-0290,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T04:34:59,R-0452,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-11T06:15:31,R-0052,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-11T06:46:24,R-0439,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T06:53:14,R-0547,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T07:10:39,R-0217,False,True,False,False,False
EMAIL-WELCOME-01,2025-09-11T09:39:10,R-0461,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T10:07:00,R-0409,False,True,False,False,False
EMAIL-ABANDON-05,2025-09-11T10:12:50,R-0274,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-11T10:20:03,R-0389,True,False,False,False,False
EMAIL-PROMO-02,2025-09-11T10:32:32,R-0481,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T11:22:40,R-0104,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T11:29:16,R-0553,True,False,False,False,False
EMAIL-PROMO-02,2025-09-11T12:27:16,R-0260,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-11T13:24:06,R-0496,True,False,False,False,False
EMAIL-PROMO-02,2025-09-11T13:55:28,R-0135,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-11T14:04:14,R-0398,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-11T14:30:09,R-0498,True,False,True,False,False
EMAIL-PROMO-02,2025-09-11T19:31:51,R-0064,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-11T19:48:43,R-0043,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-11T19:53:41,R-0177,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-11T21:29:41,R-0312,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-11T23:20:59,R-0126,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-11T23:56:43,R-0101,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-12T00:54:10,R-0041,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-12T02:19:14,R-0270,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-12T02:52:49,R-0360,True,False,False,False,False
EMAIL-PROMO-02,2025-09-12T03:17:06,R-0004,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-12T04:11:00,R-0436,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-12T07:01:47,R-0386,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-12T07:23:55,R-0145,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-12T08:27:08,R-0458,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-12T09:15:19,R-0125,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-12T09:20:29,R-0378,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-12T10:18:03,R-0169,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-12T10:48:44,R-0575,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-12T11:29:18,R-0228,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-12T11:40:59,R-0188,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-12T11:46:30,R-0457,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-12T11:55:38,R-0192,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-12T13:00:53,R-0240,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-12T15:39:54,R-0314,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-13T04:28:06,R-0241,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-13T06:19:52,R-0037,False,True,False,False,False
EMAIL-WINBACK-03,2025-09-13T06:40:04,R-0556,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-13T07:58:51,R-0367,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-13T09:45:08,R-0174,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-13T09:50:08,R-0322,False,True,False,False,False
EMAIL-ABANDON-05,2025-09-13T10:07:33,R-0008,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-13T10:36:02,R-0471,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-13T12:26:48,R-0084,True,False,False,False,False
EMAIL-PROMO-02,2025-09-13T13:10:20,R-0441,True,False,False,False,False
EMAIL-PROMO-02,2025-09-13T15:53:32,R-0345,True,False,True,False,False
EMAIL-PROMO-02,2025-09-13T17:54:10,R-0405,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-13T19:03:33,R-0312,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-13T20:54:29,R-0494,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-13T21:53:57,R-0182,True,False,False,False,False
EMAIL-PROMO-02,2025-09-13T23:05:47,R-0122,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-13T23:08:46,R-0168,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-14T00:09:57,R-0600,True,False,False,False,False
EMAIL-PROMO-02,2025-09-14T01:28:11,R-0388,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-14T02:58:08,R-0129,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-14T03:03:56,R-0340,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-14T04:50:32,R-0028,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-14T06:11:52,R-0450,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-14T07:08:41,R-0179,True,False,False,False,False
EMAIL-PROMO-02,2025-09-14T09:52:12,R-0032,True,False,True,False,False
EMAIL-PROMO-02,2025-09-14T10:23:25,R-0197,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-14T10:36:22,R-0017,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-14T11:15:34,R-0305,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-14T14:10:17,R-0461,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-14T14:37:35,R-0193,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-14T16:31:52,R-0022,True,False,False,False,False
EMAIL-PROMO-02,2025-09-14T17:14:54,R-0325,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-14T17:40:24,R-0074,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-14T18:41:25,R-0510,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-14T19:06:41,R-0446,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-14T19:56:23,R-0228,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-14T20:39:20,R-0388,True,False,True,False,False
EMAIL-NEWSLETTER-04,2025-09-14T22:09:45,R-0124,False,True,False,False,False
EMAIL-NEWSLETTER-04,2025-09-14T23:54:25,R-0510,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-15T01:09:11,R-0364,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-15T04:03:15,R-0396,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-15T04:20:18,R-0580,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-15T05:01:33,R-0211,True,False,False,False,False
EMAIL-PROMO-02,2025-09-15T05:19:09,R-0533,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-15T08:06:35,R-0057,True,False,False,False,False
EMAIL-PROMO-02,2025-09-15T08:13:29,R-0473,True,False,True,False,False
EMAIL-PROMO-02,2025-09-15T08:44:01,R-0272,True,False,False,False,False
EMAIL-PROMO-02,2025-09-15T09:19:47,R-0412,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-15T11:42:23,R-0128,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-15T12:41:15,R-0302,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-15T14:02:08,R-0026,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-15T14:27:36,R-0236,True,False,False,False,False
EMAIL-PROMO-02,2025-09-15T16:40:34,R-0332,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-15T19:34:24,R-0284,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-15T20:44:03,R-0233,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-15T23:16:01,R-0087,False,True,False,False,False
EMAIL-NEWSLETTER-04,2025-09-15T23:49:05,R-0424,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-15T23:54:53,R-0173,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-16T01:39:13,R-0522,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-16T01:50:23,R-0039,True,False,False,False,False
EMAIL-PROMO-02,2025-09-16T03:51:17,R-0352,True,False,False,False,False
EMAIL-PROMO-02,2025-09-16T04:17:48,R-0065,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-16T06:32:51,R-0448,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-16T07:00:06,R-0258,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-16T07:36:51,R-0206,True,False,False,False,False
EMAIL-PROMO-02,2025-09-16T10:20:13,R-0567,True,False,True,False,False
EMAIL-WINBACK-03,2025-09-16T14:06:54,R-0281,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-16T16:02:37,R-0542,True,False,True,False,False
EMAIL-PROMO-02,2025-09-16T16:30:36,R-0557,True,False,False,False,False
EMAIL-PROMO-02,2025-09-16T18:31:45,R-0290,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-16T18:31:56,R-0523,True,False,False,False,False
EMAIL-PROMO-02,2025-09-16T20:01:24,R-0374,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-16T20:25:06,R-0199,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-16T20:40:13,R-0127,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-16T22:12:06,R-0491,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-16T23:28:27,R-0494,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-17T05:22:28,R-0272,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-17T06:05:35,R-0138,True,False,False,False,False
EMAIL-PROMO-02,2025-09-17T06:57:03,R-0197,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-17T07:40:14,R-0213,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-17T08:26:41,R-0334,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-17T11:49:11,R-0570,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-17T14:32:49,R-0382,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-17T15:26:20,R-0071,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-17T19:14:09,R-0440,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-17T19:36:16,R-0211,True,False,True,True,False
EMAIL-NEWSLETTER-04,2025-09-17T20:03:19,R-0225,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-17T21:31:24,R-0570,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-17T22:31:09,R-0366,True,False,False,False,False
EMAIL-PROMO-02,2025-09-17T22:47:15,R-0312,True,False,False,False,False
EMAIL-PROMO-02,2025-09-18T00:25:40,R-0116,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-18T00:38:23,R-0425,True,False,True,False,False
EMAIL-WELCOME-01,2025-09-18T03:33:58,R-0463,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-18T06:26:22,R-0456,True,False,False,False,False
EMAIL-PROMO-02,2025-09-18T07:09:28,R-0235,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-18T07:22:43,R-0458,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-18T09:47:23,R-0100,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-18T12:28:05,R-0427,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-18T17:48:25,R-0008,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-18T17:59:20,R-0067,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-18T18:45:49,R-0206,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-18T20:12:40,R-0427,False,True,False,False,False
EMAIL-WINBACK-03,2025-09-18T22:42:28,R-0546,True,False,False,False,False
EMAIL-PROMO-02,2025-09-18T23:02:25,R-0102,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-19T00:26:24,R-0453,True,False,False,False,False
EMAIL-WINBACK-03,2025-09-19T01:25:59,R-0064,True,False,True,False,False
EMAIL-PROMO-02,2025-09-19T01:56:45,R-0243,True,False,False,False,False
EMAIL-PROMO-02,2025-09-19T04:35:15,R-0020,True,False,False,False,False
EMAIL-ABANDON-05,2025-09-19T06:06:40,R-0299,True,False,True,False,False
EMAIL-PROMO-02,2025-09-19T06:29:14,R-0587,False,True,False,False,False
EMAIL-WINBACK-03,2025-09-19T06:59:18,R-0239,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-19T07:10:13,R-0172,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-19T09:12:04,R-0570,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-19T14:08:36,R-0256,True,False,False,False,False
EMAIL-NEWSLETTER-04,2025-09-19T18:19:08,R-0037,True,False,True,False,False
EMAIL-ABANDON-05,2025-09-19T18:20:07,R-0144,True,False,False,False,False
EMAIL-WELCOME-01,2025-09-19T18:53:20,R-0290,True,False,False,False,False
EMAIL-PROMO-02,2025-09-19T22:13:02,R-0600,True,False,False,False,False
